year,month,time,m,temperature
1813,12,1813.91666667,dec,-0.5
1814,1,1814.0,jan,-4.2
1814,2,1814.08333333,feb,-5.9
1814,3,1814.16666667,mar,0
1814,4,1814.25,apr,9.1
1814,5,1814.33333333,may,9.5
1814,6,1814.41666667,jun,13.3
1814,7,1814.5,jul,17.5
1814,8,1814.58333333,aug,15.6
1814,9,1814.66666667,sep,10.9
1814,10,1814.75,oct,6.5
1814,11,1814.83333333,nov,3.5
1814,12,1814.91666667,dec,1.6
1815,1,1815.0,jan,-4.9
1815,2,1815.08333333,feb,2
1815,3,1815.16666667,mar,5
1815,4,1815.25,apr,7.7
1815,5,1815.33333333,may,12.9
1815,6,1815.41666667,jun,15.3
1815,7,1815.5,jul,14.6
1815,8,1815.58333333,aug,15.1
1815,9,1815.66666667,sep,12
1815,10,1815.75,oct,8.4
1815,11,1815.83333333,nov,1.5
1815,12,1815.91666667,dec,-2.6
1816,1,1816.0,jan,-0.7
1816,2,1816.08333333,feb,-2.2
1816,3,1816.16666667,mar,1.8
1816,4,1816.25,apr,7
1816,5,1816.33333333,may,10.2
1816,6,1816.41666667,jun,13.3
1816,7,1816.5,jul,14.7
1816,8,1816.58333333,aug,14.1
1816,9,1816.66666667,sep,11.7
1816,10,1816.75,oct,7.3
1816,11,1816.83333333,nov,0.9
1816,12,1816.91666667,dec,-1.2
1817,1,1817.0,jan,1.5
1817,2,1817.08333333,feb,3.1
1817,3,1817.16666667,mar,2.6
1817,4,1817.25,apr,3.3
1817,5,1817.33333333,may,11.3
1817,6,1817.41666667,jun,16.8
1817,7,1817.5,jul,15.7
1817,8,1817.58333333,aug,15.7
1817,9,1817.66666667,sep,14.4
1817,10,1817.75,oct,5
1817,11,1817.83333333,nov,4.9
1817,12,1817.91666667,dec,-0.8
1818,1,1818.0,jan,0.7
1818,2,1818.08333333,feb,0.2
1818,3,1818.16666667,mar,3.4
1818,4,1818.25,apr,8.1
1818,5,1818.33333333,may,10.9
1818,6,1818.41666667,jun,16.4
1818,7,1818.5,jul,17.5
1818,8,1818.58333333,aug,15.6
1818,9,1818.66666667,sep,12.9
1818,10,1818.75,oct,7.8
1818,11,1818.83333333,nov,4.2
1818,12,1818.91666667,dec,-1.9
1819,1,1819.0,jan,0.3
1819,2,1819.08333333,feb,1.5
1819,3,1819.16666667,mar,3.9
1819,4,1819.25,apr,8.7
1819,5,1819.33333333,may,12.8
1819,6,1819.41666667,jun,16.5
1819,7,1819.5,jul,17.8
1819,8,1819.58333333,aug,17.3
1819,9,1819.66666667,sep,13.8
1819,10,1819.75,oct,7.6
1819,11,1819.83333333,nov,2.3
1819,12,1819.91666667,dec,-2.2
1820,1,1820.0,jan,-5.2
1820,2,1820.08333333,feb,-0.4
1820,3,1820.16666667,mar,1.2
1820,4,1820.25,apr,9.2
1820,5,1820.33333333,may,13.3
1820,6,1820.41666667,jun,13.5
1820,7,1820.5,jul,15.3
1820,8,1820.58333333,aug,18.1
1820,9,1820.66666667,sep,11.8
1820,10,1820.75,oct,7.8
1820,11,1820.83333333,nov,1
1820,12,1820.91666667,dec,-2
1821,1,1821.0,jan,-0.2
1821,2,1821.08333333,feb,-2
1821,3,1821.16666667,mar,2.4
1821,4,1821.25,apr,9.8
1821,5,1821.33333333,may,11.1
1821,6,1821.41666667,jun,12.5
1821,7,1821.5,jul,14.7
1821,8,1821.58333333,aug,16.2
1821,9,1821.66666667,sep,13.9
1821,10,1821.75,oct,8.4
1821,11,1821.83333333,nov,5.9
1821,12,1821.91666667,dec,3.2
1822,1,1822.0,jan,1.2
1822,2,1822.08333333,feb,2.6
1822,3,1822.16666667,mar,6.4
1822,4,1822.25,apr,8.5
1822,5,1822.33333333,may,14.1
1822,6,1822.41666667,jun,18.1
1822,7,1822.5,jul,17.5
1822,8,1822.58333333,aug,16.5
1822,9,1822.66666667,sep,12.9
1822,10,1822.75,oct,10.1
1822,11,1822.83333333,nov,5.3
1822,12,1822.91666667,dec,-2.9
1823,1,1823.0,jan,-8.1
1823,2,1823.08333333,feb,0.3
1823,3,1823.16666667,mar,3.2
1823,4,1823.25,apr,6.3
1823,5,1823.33333333,may,13
1823,6,1823.41666667,jun,14.2
1823,7,1823.5,jul,15.4
1823,8,1823.58333333,aug,17.2
1823,9,1823.66666667,sep,13.3
1823,10,1823.75,oct,8.4
1823,11,1823.83333333,nov,3.5
1823,12,1823.91666667,dec,1.9
1824,1,1824.0,jan,0.4
1824,2,1824.08333333,feb,1.4
1824,3,1824.16666667,mar,2.3
1824,4,1824.25,apr,6.4
1824,5,1824.33333333,may,11.4
1824,6,1824.41666667,jun,14.8
1824,7,1824.5,jul,16.9
1824,8,1824.58333333,aug,16.4
1824,9,1824.66666667,sep,14.6
1824,10,1824.75,oct,8.9
1824,11,1824.83333333,nov,5.4
1824,12,1824.91666667,dec,4
1825,1,1825.0,jan,1.3
1825,2,1825.08333333,feb,0.1
1825,3,1825.16666667,mar,0.6
1825,4,1825.25,apr,8.7
1825,5,1825.33333333,may,12.3
1825,6,1825.41666667,jun,15
1825,7,1825.5,jul,16.5
1825,8,1825.58333333,aug,16.2
1825,9,1825.66666667,sep,13.8
1825,10,1825.75,oct,7.9
1825,11,1825.83333333,nov,4.8
1825,12,1825.91666667,dec,3
1826,1,1826.0,jan,-6.3
1826,2,1826.08333333,feb,0.3
1826,3,1826.16666667,mar,3.8
1826,4,1826.25,apr,7.4
1826,5,1826.33333333,may,10.7
1826,6,1826.41666667,jun,16.3
1826,7,1826.5,jul,19.2
1826,8,1826.58333333,aug,19.5
1826,9,1826.66666667,sep,13.9
1826,10,1826.75,oct,9.7
1826,11,1826.83333333,nov,2.7
1826,12,1826.91666667,dec,1.8
1827,1,1827.0,jan,-2.3
1827,2,1827.08333333,feb,-5.2
1827,3,1827.16666667,mar,4
1827,4,1827.25,apr,9.4
1827,5,1827.33333333,may,13.7
1827,6,1827.41666667,jun,16.2
1827,7,1827.5,jul,18.2
1827,8,1827.58333333,aug,15.8
1827,9,1827.66666667,sep,13.3
1827,10,1827.75,oct,9.3
1827,11,1827.83333333,nov,0.6
1827,12,1827.91666667,dec,2.5
1828,1,1828.0,jan,-1
1828,2,1828.08333333,feb,-1.3
1828,3,1828.16666667,mar,3.6
1828,4,1828.25,apr,8.3
1828,5,1828.33333333,may,12.5
1828,6,1828.41666667,jun,16.1
1828,7,1828.5,jul,17.7
1828,8,1828.58333333,aug,15.2
1828,9,1828.66666667,sep,13
1828,10,1828.75,oct,7.8
1828,11,1828.83333333,nov,3.2
1828,12,1828.91666667,dec,1.8
1829,1,1829.0,jan,-5.2
1829,2,1829.08333333,feb,-4
1829,3,1829.16666667,mar,1.2
1829,4,1829.25,apr,7.2
1829,5,1829.33333333,may,11.4
1829,6,1829.41666667,jun,14.3
1829,7,1829.5,jul,16.7
1829,8,1829.58333333,aug,14.6
1829,9,1829.66666667,sep,12
1829,10,1829.75,oct,6.6
1829,11,1829.83333333,nov,0.1
1829,12,1829.91666667,dec,-7.6
1830,1,1830.0,jan,-7.8
1830,2,1830.08333333,feb,-4.4
1830,3,1830.16666667,mar,3.5
1830,4,1830.25,apr,8.9
1830,5,1830.33333333,may,12.2
1830,6,1830.41666667,jun,14.9
1830,7,1830.5,jul,17.2
1830,8,1830.58333333,aug,15.9
1830,9,1830.66666667,sep,11.4
1830,10,1830.75,oct,7.5
1830,11,1830.83333333,nov,4.5
1830,12,1830.91666667,dec,-0.7
1831,1,1831.0,jan,-3.7
1831,2,1831.08333333,feb,0.2
1831,3,1831.16666667,mar,3.8
1831,4,1831.25,apr,9.5
1831,5,1831.33333333,may,11.5
1831,6,1831.41666667,jun,14.2
1831,7,1831.5,jul,17.3
1831,8,1831.58333333,aug,16.4
1831,9,1831.66666667,sep,11.7
1831,10,1831.75,oct,11.4
1831,11,1831.83333333,nov,3.3
1831,12,1831.91666667,dec,1
1832,1,1832.0,jan,-1.9
1832,2,1832.08333333,feb,-0.4
1832,3,1832.16666667,mar,2.4
1832,4,1832.25,apr,7.5
1832,5,1832.33333333,may,10.4
1832,6,1832.41666667,jun,14.7
1832,7,1832.5,jul,15.4
1832,8,1832.58333333,aug,17.1
1832,9,1832.66666667,sep,12
1832,10,1832.75,oct,8.3
1832,11,1832.83333333,nov,2
1832,12,1832.91666667,dec,0
1833,1,1833.0,jan,-4.8
1833,2,1833.08333333,feb,2.7
1833,3,1833.16666667,mar,1.4
1833,4,1833.25,apr,5.7
1833,5,1833.33333333,may,15.5
1833,6,1833.41666667,jun,16.9
1833,7,1833.5,jul,15.4
1833,8,1833.58333333,aug,13.5
1833,9,1833.66666667,sep,11.9
1833,10,1833.75,oct,7.9
1833,11,1833.83333333,nov,3.5
1833,12,1833.91666667,dec,4.5
1834,1,1834.0,jan,3.8
1834,2,1834.08333333,feb,0.4
1834,3,1834.16666667,mar,3.3
1834,4,1834.25,apr,6
1834,5,1834.33333333,may,14.5
1834,6,1834.41666667,jun,16.9
1834,7,1834.5,jul,19.9
1834,8,1834.58333333,aug,18.2
1834,9,1834.66666667,sep,15.1
1834,10,1834.75,oct,8.6
1834,11,1834.83333333,nov,3.2
1834,12,1834.91666667,dec,1
1835,1,1835.0,jan,0.1
1835,2,1835.08333333,feb,1.9
1835,3,1835.16666667,mar,3.1
1835,4,1835.25,apr,6.1
1835,5,1835.33333333,may,11.5
1835,6,1835.41666667,jun,15.8
1835,7,1835.5,jul,17.7
1835,8,1835.58333333,aug,16.4
1835,9,1835.66666667,sep,13.5
1835,10,1835.75,oct,7.2
1835,11,1835.83333333,nov,-0.2
1835,12,1835.91666667,dec,-2.2
1836,1,1836.0,jan,-1.4
1836,2,1836.08333333,feb,-0.1
1836,3,1836.16666667,mar,6.3
1836,4,1836.25,apr,6.9
1836,5,1836.33333333,may,9.8
1836,6,1836.41666667,jun,15.5
1836,7,1836.5,jul,16.3
1836,8,1836.58333333,aug,15.5
1836,9,1836.66666667,sep,11.7
1836,10,1836.75,oct,8.9
1836,11,1836.83333333,nov,2.8
1836,12,1836.91666667,dec,1.6
1837,1,1837.0,jan,-1.3
1837,2,1837.08333333,feb,-0.7
1837,3,1837.16666667,mar,-0.2
1837,4,1837.25,apr,4.7
1837,5,1837.33333333,may,9.5
1837,6,1837.41666667,jun,15.4
1837,7,1837.5,jul,15.2
1837,8,1837.58333333,aug,17.7
1837,9,1837.66666667,sep,11.4
1837,10,1837.75,oct,8.5
1837,11,1837.83333333,nov,3
1837,12,1837.91666667,dec,0
1838,1,1838.0,jan,-8.9
1838,2,1838.08333333,feb,-4.2
1838,3,1838.16666667,mar,2.5
1838,4,1838.25,apr,4.8
1838,5,1838.33333333,may,11.8
1838,6,1838.41666667,jun,14.9
1838,7,1838.5,jul,16.1
1838,8,1838.58333333,aug,14.5
1838,9,1838.66666667,sep,13.1
1838,10,1838.75,oct,7.6
1838,11,1838.83333333,nov,2.5
1838,12,1838.91666667,dec,-0.8
1839,1,1839.0,jan,-0.8
1839,2,1839.08333333,feb,0.5
1839,3,1839.16666667,mar,0.7
1839,4,1839.25,apr,3.9
1839,5,1839.33333333,may,11.2
1839,6,1839.41666667,jun,16.9
1839,7,1839.5,jul,17.2
1839,8,1839.58333333,aug,14.9
1839,9,1839.66666667,sep,13.3
1839,10,1839.75,oct,9.1
1839,11,1839.83333333,nov,4.6
1839,12,1839.91666667,dec,0.9
1840,1,1840.0,jan,-0.6
1840,2,1840.08333333,feb,0
1840,3,1840.16666667,mar,-0.5
1840,4,1840.25,apr,8.5
1840,5,1840.33333333,may,11.6
1840,6,1840.41666667,jun,14.9
1840,7,1840.5,jul,14.7
1840,8,1840.58333333,aug,15.7
1840,9,1840.66666667,sep,12.5
1840,10,1840.75,oct,6
1840,11,1840.83333333,nov,4.9
1840,12,1840.91666667,dec,-7
1841,1,1841.0,jan,-2.4
1841,2,1841.08333333,feb,-3.8
1841,3,1841.16666667,mar,4.2
1841,4,1841.25,apr,8.1
1841,5,1841.33333333,may,15.1
1841,6,1841.41666667,jun,14.3
1841,7,1841.5,jul,14.9
1841,8,1841.58333333,aug,15.8
1841,9,1841.66666667,sep,14.2
1841,10,1841.75,oct,9.6
1841,11,1841.83333333,nov,4
1841,12,1841.91666667,dec,2.6
1842,1,1842.0,jan,-4.7
1842,2,1842.08333333,feb,-2.4
1842,3,1842.16666667,mar,3.8
1842,4,1842.25,apr,5.8
1842,5,1842.33333333,may,12.7
1842,6,1842.41666667,jun,15.9
1842,7,1842.5,jul,15.7
1842,8,1842.58333333,aug,19
1842,9,1842.66666667,sep,12.6
1842,10,1842.75,oct,5.8
1842,11,1842.83333333,nov,0.9
1842,12,1842.91666667,dec,1.1
1843,1,1843.0,jan,0.4
1843,2,1843.08333333,feb,2.4
1843,3,1843.16666667,mar,1.8
1843,4,1843.25,apr,7
1843,5,1843.33333333,may,10.4
1843,6,1843.41666667,jun,13.3
1843,7,1843.5,jul,15.5
1843,8,1843.58333333,aug,16.7
1843,9,1843.66666667,sep,12.6
1843,10,1843.75,oct,7.9
1843,11,1843.83333333,nov,3.9
1843,12,1843.91666667,dec,2.4
1844,1,1844.0,jan,-1.5
1844,2,1844.08333333,feb,-1.6
1844,3,1844.16666667,mar,1.5
1844,4,1844.25,apr,8.3
1844,5,1844.33333333,may,11.8
1844,6,1844.41666667,jun,15.5
1844,7,1844.5,jul,14.7
1844,8,1844.58333333,aug,14
1844,9,1844.66666667,sep,13.3
1844,10,1844.75,oct,8.5
1844,11,1844.83333333,nov,4.1
1844,12,1844.91666667,dec,-4.8
1845,1,1845.0,jan,-0.9
1845,2,1845.08333333,feb,-5.4
1845,3,1845.16666667,mar,-3.7
1845,4,1845.25,apr,7.5
1845,5,1845.33333333,may,9.3
1845,6,1845.41666667,jun,16.1
1845,7,1845.5,jul,16.8
1845,8,1845.58333333,aug,14.2
1845,9,1845.66666667,sep,12.1
1845,10,1845.75,oct,8.3
1845,11,1845.83333333,nov,4.5
1845,12,1845.91666667,dec,2
1846,1,1846.0,jan,0.4
1846,2,1846.08333333,feb,2.6
1846,3,1846.16666667,mar,4.9
1846,4,1846.25,apr,7.8
1846,5,1846.33333333,may,11.9
1846,6,1846.41666667,jun,17.1
1846,7,1846.5,jul,18.5
1846,8,1846.58333333,aug,18.4
1846,9,1846.66666667,sep,14
1846,10,1846.75,oct,9.9
1846,11,1846.83333333,nov,2.2
1846,12,1846.91666667,dec,-3
1847,1,1847.0,jan,-3.4
1847,2,1847.08333333,feb,-1.6
1847,3,1847.16666667,mar,1.7
1847,4,1847.25,apr,4.8
1847,5,1847.33333333,may,13.9
1847,6,1847.41666667,jun,13.4
1847,7,1847.5,jul,17.2
1847,8,1847.58333333,aug,17.2
1847,9,1847.66666667,sep,10.7
1847,10,1847.75,oct,7.1
1847,11,1847.83333333,nov,3.3
1847,12,1847.91666667,dec,-1.5
1848,1,1848.0,jan,-8
1848,2,1848.08333333,feb,1.5
1848,3,1848.16666667,mar,4
1848,4,1848.25,apr,8.8
1848,5,1848.33333333,may,12.4
1848,6,1848.41666667,jun,16.2
1848,7,1848.5,jul,16.1
1848,8,1848.58333333,aug,15.3
1848,9,1848.66666667,sep,11.9
1848,10,1848.75,oct,8.9
1848,11,1848.83333333,nov,2.9
1848,12,1848.91666667,dec,0
1849,1,1849.0,jan,-1.5
1849,2,1849.08333333,feb,2.5
1849,3,1849.16666667,mar,1.9
1849,4,1849.25,apr,6
1849,5,1849.33333333,may,12.7
1849,6,1849.41666667,jun,15.7
1849,7,1849.5,jul,15.8
1849,8,1849.58333333,aug,14.6
1849,9,1849.66666667,sep,12.3
1849,10,1849.75,oct,8
1849,11,1849.83333333,nov,1.7
1849,12,1849.91666667,dec,-2.2
1850,1,1850.0,jan,-5.9
1850,2,1850.08333333,feb,3
1850,3,1850.16666667,mar,0.4
1850,4,1850.25,apr,7.6
1850,5,1850.33333333,may,10.9
1850,6,1850.41666667,jun,15.6
1850,7,1850.5,jul,16.1
1850,8,1850.58333333,aug,15.7
1850,9,1850.66666667,sep,10.9
1850,10,1850.75,oct,6.2
1850,11,1850.83333333,nov,4.6
1850,12,1850.91666667,dec,0.4
1851,1,1851.0,jan,0.1
1851,2,1851.08333333,feb,-0.1
1851,3,1851.16666667,mar,2.9
1851,4,1851.25,apr,7.8
1851,5,1851.33333333,may,8.7
1851,6,1851.41666667,jun,14.9
1851,7,1851.5,jul,15.4
1851,8,1851.58333333,aug,16.1
1851,9,1851.66666667,sep,10.8
1851,10,1851.75,oct,9.5
1851,11,1851.83333333,nov,0.3
1851,12,1851.91666667,dec,-0.4
1852,1,1852.0,jan,1.5
1852,2,1852.08333333,feb,1.1
1852,3,1852.16666667,mar,0.6
1852,4,1852.25,apr,4.5
1852,5,1852.33333333,may,11.9
1852,6,1852.41666667,jun,15.4
1852,7,1852.5,jul,18.7
1852,8,1852.58333333,aug,16.5
1852,9,1852.66666667,sep,12.6
1852,10,1852.75,oct,6.9
1852,11,1852.83333333,nov,6.1
1852,12,1852.91666667,dec,3.8
1853,1,1853.0,jan,2
1853,2,1853.08333333,feb,-2.6
1853,3,1853.16666667,mar,-1.8
1853,4,1853.25,apr,4.5
1853,5,1853.33333333,may,10.9
1853,6,1853.41666667,jun,15.4
1853,7,1853.5,jul,17
1853,8,1853.58333333,aug,15.9
1853,9,1853.66666667,sep,12.3
1853,10,1853.75,oct,8.7
1853,11,1853.83333333,nov,1.9
1853,12,1853.91666667,dec,-4.6
1854,1,1854.0,jan,-1
1854,2,1854.08333333,feb,-1
1854,3,1854.16666667,mar,2.8
1854,4,1854.25,apr,7.2
1854,5,1854.33333333,may,12
1854,6,1854.41666667,jun,14.3
1854,7,1854.5,jul,16.9
1854,8,1854.58333333,aug,15.4
1854,9,1854.66666667,sep,12.5
1854,10,1854.75,oct,8.2
1854,11,1854.83333333,nov,1.2
1854,12,1854.91666667,dec,2
1855,1,1855.0,jan,-3.1
1855,2,1855.08333333,feb,-4.3
1855,3,1855.16666667,mar,1.2
1855,4,1855.25,apr,5.5
1855,5,1855.33333333,may,10.1
1855,6,1855.41666667,jun,15.2
1855,7,1855.5,jul,16.1
1855,8,1855.58333333,aug,16.6
1855,9,1855.66666667,sep,12.3
1855,10,1855.75,oct,10.2
1855,11,1855.83333333,nov,1.9
1855,12,1855.91666667,dec,-4.2
1856,1,1856.0,jan,0.1
1856,2,1856.08333333,feb,1.4
1856,3,1856.16666667,mar,1
1856,4,1856.25,apr,8.2
1856,5,1856.33333333,may,10.5
1856,6,1856.41666667,jun,15.8
1856,7,1856.5,jul,14.9
1856,8,1856.58333333,aug,16.7
1856,9,1856.66666667,sep,11.7
1856,10,1856.75,oct,9
1856,11,1856.83333333,nov,0.4
1856,12,1856.91666667,dec,0.4
1857,1,1857.0,jan,-1.9
1857,2,1857.08333333,feb,-1.4
1857,3,1857.16666667,mar,2.2
1857,4,1857.25,apr,6.8
1857,5,1857.33333333,may,12.1
1857,6,1857.41666667,jun,15.9
1857,7,1857.5,jul,18.2
1857,8,1857.58333333,aug,18.4
1857,9,1857.66666667,sep,14.2
1857,10,1857.75,oct,10.3
1857,11,1857.83333333,nov,2.4
1857,12,1857.91666667,dec,1.5
1858,1,1858.0,jan,-3.1
1858,2,1858.08333333,feb,-4.6
1858,3,1858.16666667,mar,1.2
1858,4,1858.25,apr,7
1858,5,1858.33333333,may,10.2
1858,6,1858.41666667,jun,18.4
1858,7,1858.5,jul,15.9
1858,8,1858.58333333,aug,16.2
1858,9,1858.66666667,sep,14.6
1858,10,1858.75,oct,8.8
1858,11,1858.83333333,nov,-0.8
1858,12,1858.91666667,dec,0.4
1859,1,1859.0,jan,0
1859,2,1859.08333333,feb,2.2
1859,3,1859.16666667,mar,5.6
1859,4,1859.25,apr,6.9
1859,5,1859.33333333,may,12
1859,6,1859.41666667,jun,16.3
1859,7,1859.5,jul,19.8
1859,8,1859.58333333,aug,18.3
1859,9,1859.66666667,sep,12.5
1859,10,1859.75,oct,9.3
1859,11,1859.83333333,nov,2.3
1859,12,1859.91666667,dec,-2.8
1860,1,1860.0,jan,1.3
1860,2,1860.08333333,feb,-1.9
1860,3,1860.16666667,mar,1.1
1860,4,1860.25,apr,5.9
1860,5,1860.33333333,may,12.4
1860,6,1860.41666667,jun,15.2
1860,7,1860.5,jul,14.7
1860,8,1860.58333333,aug,15.1
1860,9,1860.66666667,sep,12.3
1860,10,1860.75,oct,7.5
1860,11,1860.83333333,nov,1.3
1860,12,1860.91666667,dec,-1.6
1861,1,1861.0,jan,-5.4
1861,2,1861.08333333,feb,2.4
1861,3,1861.16666667,mar,4.2
1861,4,1861.25,apr,5.5
1861,5,1861.33333333,may,9.9
1861,6,1861.41666667,jun,17
1861,7,1861.5,jul,16.9
1861,8,1861.58333333,aug,17.6
1861,9,1861.66666667,sep,12.9
1861,10,1861.75,oct,9.5
1861,11,1861.83333333,nov,3.4
1861,12,1861.91666667,dec,-0.5
1862,1,1862.0,jan,-1.8
1862,2,1862.08333333,feb,0
1862,3,1862.16666667,mar,5.4
1862,4,1862.25,apr,9.2
1862,5,1862.33333333,may,14
1862,6,1862.41666667,jun,14.6
1862,7,1862.5,jul,16.2
1862,8,1862.58333333,aug,15.8
1862,9,1862.66666667,sep,13.6
1862,10,1862.75,oct,9.9
1862,11,1862.83333333,nov,2.7
1862,12,1862.91666667,dec,0.4
1863,1,1863.0,jan,2.3
1863,2,1863.08333333,feb,1.9
1863,3,1863.16666667,mar,4.2
1863,4,1863.25,apr,7.7
1863,5,1863.33333333,may,12.2
1863,6,1863.41666667,jun,15.5
1863,7,1863.5,jul,15.7
1863,8,1863.58333333,aug,17.7
1863,9,1863.66666667,sep,12.4
1863,10,1863.75,oct,10.2
1863,11,1863.83333333,nov,3.8
1863,12,1863.91666667,dec,2.2
1864,1,1864.0,jan,-5.5
1864,2,1864.08333333,feb,-1.2
1864,3,1864.16666667,mar,4
1864,4,1864.25,apr,5.5
1864,5,1864.33333333,may,9.9
1864,6,1864.41666667,jun,14.8
1864,7,1864.5,jul,15.3
1864,8,1864.58333333,aug,14
1864,9,1864.66666667,sep,12.3
1864,10,1864.75,oct,7
1864,11,1864.83333333,nov,2.1
1864,12,1864.91666667,dec,-3.4
1865,1,1865.0,jan,-0.3
1865,2,1865.08333333,feb,-3.9
1865,3,1865.16666667,mar,-0.9
1865,4,1865.25,apr,9.8
1865,5,1865.33333333,may,15.2
1865,6,1865.41666667,jun,14.1
1865,7,1865.5,jul,18.7
1865,8,1865.58333333,aug,15.7
1865,9,1865.66666667,sep,14.5
1865,10,1865.75,oct,8.8
1865,11,1865.83333333,nov,4.7
1865,12,1865.91666667,dec,-0.1
1866,1,1866.0,jan,2.5
1866,2,1866.08333333,feb,3.2
1866,3,1866.16666667,mar,2.6
1866,4,1866.25,apr,8.8
1866,5,1866.33333333,may,9.3
1866,6,1866.41666667,jun,17.6
1866,7,1866.5,jul,15.7
1866,8,1866.58333333,aug,14.5
1866,9,1866.66666667,sep,14
1866,10,1866.75,oct,7.2
1866,11,1866.83333333,nov,3.9
1866,12,1866.91666667,dec,1.1
1867,1,1867.0,jan,-1.1
1867,2,1867.08333333,feb,4
1867,3,1867.16666667,mar,1.4
1867,4,1867.25,apr,7.5
1867,5,1867.33333333,may,11.3
1867,6,1867.41666667,jun,15.1
1867,7,1867.5,jul,15.1
1867,8,1867.58333333,aug,17
1867,9,1867.66666667,sep,13.7
1867,10,1867.75,oct,7.5
1867,11,1867.83333333,nov,2
1867,12,1867.91666667,dec,-1.7
1868,1,1868.0,jan,-2
1868,2,1868.08333333,feb,2.8
1868,3,1868.16666667,mar,3.4
1868,4,1868.25,apr,6.7
1868,5,1868.33333333,may,15.8
1868,6,1868.41666667,jun,17
1868,7,1868.5,jul,18.2
1868,8,1868.58333333,aug,17.9
1868,9,1868.66666667,sep,14.8
1868,10,1868.75,oct,8.6
1868,11,1868.83333333,nov,1.9
1868,12,1868.91666667,dec,4.2
1869,1,1869.0,jan,-1.1
1869,2,1869.08333333,feb,4.4
1869,3,1869.16666667,mar,1
1869,4,1869.25,apr,9.6
1869,5,1869.33333333,may,12.6
1869,6,1869.41666667,jun,12.9
1869,7,1869.5,jul,18.1
1869,8,1869.58333333,aug,15
1869,9,1869.66666667,sep,13.9
1869,10,1869.75,oct,6.6
1869,11,1869.83333333,nov,3.4
1869,12,1869.91666667,dec,-0.5
1870,1,1870.0,jan,-0.3
1870,2,1870.08333333,feb,-4.4
1870,3,1870.16666667,mar,1
1870,4,1870.25,apr,7.4
1870,5,1870.33333333,may,12.5
1870,6,1870.41666667,jun,15.1
1870,7,1870.5,jul,17.9
1870,8,1870.58333333,aug,15
1870,9,1870.66666667,sep,11.5
1870,10,1870.75,oct,7.9
1870,11,1870.83333333,nov,4.1
1870,12,1870.91666667,dec,-4.5
1871,1,1871.0,jan,-5.1
1871,2,1871.08333333,feb,-0.8
1871,3,1871.16666667,mar,4.3
1871,4,1871.25,apr,6.8
1871,5,1871.33333333,may,9.4
1871,6,1871.41666667,jun,12.7
1871,7,1871.5,jul,16.8
1871,8,1871.58333333,aug,17.1
1871,9,1871.66666667,sep,13.4
1871,10,1871.75,oct,5.9
1871,11,1871.83333333,nov,0.7
1871,12,1871.91666667,dec,-4.8
1872,1,1872.0,jan,-0.1
1872,2,1872.08333333,feb,1.2
1872,3,1872.16666667,mar,4.8
1872,4,1872.25,apr,8.5
1872,5,1872.33333333,may,12.3
1872,6,1872.41666667,jun,15.3
1872,7,1872.5,jul,18.1
1872,8,1872.58333333,aug,15.4
1872,9,1872.66666667,sep,13.7
1872,10,1872.75,oct,9.4
1872,11,1872.83333333,nov,5.7
1872,12,1872.91666667,dec,2.5
1873,1,1873.0,jan,1.9
1873,2,1873.08333333,feb,-0.6
1873,3,1873.16666667,mar,4.6
1873,4,1873.25,apr,6.4
1873,5,1873.33333333,may,9.7
1873,6,1873.41666667,jun,15.7
1873,7,1873.5,jul,18.3
1873,8,1873.58333333,aug,17.7
1873,9,1873.66666667,sep,12
1873,10,1873.75,oct,9.4
1873,11,1873.83333333,nov,4.2
1873,12,1873.91666667,dec,1
1874,1,1874.0,jan,0.9
1874,2,1874.08333333,feb,0.1
1874,3,1874.16666667,mar,3.2
1874,4,1874.25,apr,9.1
1874,5,1874.33333333,may,8.9
1874,6,1874.41666667,jun,15.5
1874,7,1874.5,jul,19.1
1874,8,1874.58333333,aug,15
1874,9,1874.66666667,sep,14.7
1874,10,1874.75,oct,9.2
1874,11,1874.83333333,nov,1.5
1874,12,1874.91666667,dec,-1.6
1875,1,1875.0,jan,1.1
1875,2,1875.08333333,feb,-3.9
1875,3,1875.16666667,mar,0.4
1875,4,1875.25,apr,6.8
1875,5,1875.33333333,may,12.9
1875,6,1875.41666667,jun,16.9
1875,7,1875.5,jul,16.6
1875,8,1875.58333333,aug,17.9
1875,9,1875.66666667,sep,13.4
1875,10,1875.75,oct,6.4
1875,11,1875.83333333,nov,2.4
1875,12,1875.91666667,dec,-2
1876,1,1876.0,jan,-3.5
1876,2,1876.08333333,feb,0.7
1876,3,1876.16666667,mar,3.8
1876,4,1876.25,apr,8.3
1876,5,1876.33333333,may,8.6
1876,6,1876.41666667,jun,15.8
1876,7,1876.5,jul,17.4
1876,8,1876.58333333,aug,17.1
1876,9,1876.66666667,sep,11.9
1876,10,1876.75,oct,10.1
1876,11,1876.83333333,nov,1.2
1876,12,1876.91666667,dec,1.9
1877,1,1877.0,jan,2.1
1877,2,1877.08333333,feb,2.7
1877,3,1877.16666667,mar,2
1877,4,1877.25,apr,6
1877,5,1877.33333333,may,9.4
1877,6,1877.41666667,jun,17.7
1877,7,1877.5,jul,16.5
1877,8,1877.58333333,aug,17.2
1877,9,1877.66666667,sep,10.5
1877,10,1877.75,oct,6.9
1877,11,1877.83333333,nov,5.4
